parent_qcode,parent_label,child_qcode,child_label,parent_definition,child_definition
medtop:20001354,healthcare industry,medtop:20000223,pharmaceutical,"Goods and services to treat patients through curative, preventive, rehabilitative and palliative care",The production of medicines from various chemicals and natural substances and the research and discovery around new medications
medtop:20001354,healthcare industry,medtop:20000278,health care provider,"Goods and services to treat patients through curative, preventive, rehabilitative and palliative care",Organisations and individuals that provide medical services at all levels
medtop:20001354,healthcare industry,medtop:20001167,medical equipment,"Goods and services to treat patients through curative, preventive, rehabilitative and palliative care",Manufacture of medical and surgical devices for diagnosis and treatment such as optical and imaging equipment
medtop:20000217,chemicals,medtop:20000219,fertiliser,Natural or manmade materials used to produce other materials,Natural or manmade materials used to encourage the growth of plants
medtop:20000217,chemicals,medtop:20000220,health and beauty product,Natural or manmade materials used to produce other materials,Compilation of chemicals and other substances for use in enhancing ones looks or smell
medtop:20000217,chemicals,medtop:20000221,inorganic chemical,Natural or manmade materials used to produce other materials,The branch of chemistry dealing with minerals and metals
medtop:20000217,chemicals,medtop:20000222,organic chemical,Natural or manmade materials used to produce other materials,"The branch of chemistry dealing with human, animal or carbon-based substances"
medtop:20000225,computing and information technology,medtop:20000226,computer and telecommunications hardware,Computers and the transmission of information,"Physical devices used to provide computer and telecommunication service, such as modems, keyboards, hard drives, telephones, routers and monitors"
medtop:20000225,computing and information technology,medtop:20000227,computer networking,Computers and the transmission of information,The interconnectivity between hardware that provides the medium for the transmission of data.
medtop:20000225,computing and information technology,medtop:20000228,satellite technology,Computers and the transmission of information,Hardware and software that enables ground-based devices to send signals to each other via an orbiting satellite.
medtop:20000225,computing and information technology,medtop:20000229,computer security,Computers and the transmission of information,"To encompass technical developments in hardware and software, basic research and related areas such as cyber security"
medtop:20000225,computing and information technology,medtop:20000230,semiconductor and electronic component,Computers and the transmission of information,"The basic components that together create working electronic devices such as computer chips, transistors, diodes and integrated circuits"
medtop:20000225,computing and information technology,medtop:20000231,software and applications,Computers and the transmission of information,Computer programs including mobile or web apps and operating systems
medtop:20000225,computing and information technology,medtop:20000232,telecommunication equipment,Computers and the transmission of information,"Devices such as telephone sets, voice/data switches, modems etc that facilitate point-to-point voice/data transmissions"
medtop:20000225,computing and information technology,medtop:20000233,telecommunication service,Computers and the transmission of information,Services provided by commercial companies that facilitate connections between telephones and computers
medtop:20000225,computing and information technology,medtop:20000234,wireless technology,Computers and the transmission of information,"Technology and services that permit the transfer of information between separated points without physical connection, including Bluetooth and Wi-Fi networks"
medtop:20000225,computing and information technology,medtop:20001161,Internet of Things,Computers and the transmission of information,"A network of devices using microchips, electronic sensors and communication by the Internet"
medtop:20000235,construction and property,medtop:20000236,design and engineering,All items pertaining to the construction and sale of property,"Design and planning by engineers, architects etc. of roads, offices, factories, dams , offshore structures."
medtop:20000235,construction and property,medtop:20000237,farms,All items pertaining to the construction and sale of property,"Agricultural areas for the production of foodstuffs, including dairy products, fruits and livestock, such as cattle and fish"
medtop:20000235,construction and property,medtop:20000238,heavy construction,All items pertaining to the construction and sale of property,"Large scale construction projects, construction of roads, dams, office/factory buildings, offshore and onshore structures, large sport stadiums"
medtop:20000235,construction and property,medtop:20000239,house building,All items pertaining to the construction and sale of property,"Construction of residences, for private use"
medtop:20000235,construction and property,medtop:20000240,land price,All items pertaining to the construction and sale of property,"The price of land in specific zoned areas such as commercial, residential or arable as provided by a responsible body"
medtop:20000235,construction and property,medtop:20000241,real estate,All items pertaining to the construction and sale of property,"The buying, selling, renting and leasing of properties of all types"
medtop:20000235,construction and property,medtop:20000317,building material,All items pertaining to the construction and sale of property,"Manufacturing of the materials used in construction, such as wallboard, lumber and wire"
medtop:20000235,construction and property,medtop:20001245,infrastructure projects,All items pertaining to the construction and sale of property,"The construction of the fundamental facilities and systems serving a country, city, or other area, including roads, bridges, dams, tunnels, telecommunications and electrical grids"
medtop:20000235,construction and property,medtop:20001246,commercial building,All items pertaining to the construction and sale of property,"The construction of buildings for commerce and business, including office buildings, retail shops, restaurants, hotels and stadiums"
medtop:20000235,construction and property,medtop:20001367,commercial real estate,All items pertaining to the construction and sale of property,The building and sale of property used for business purposes rather than as a living space
medtop:20000235,construction and property,medtop:20001368,residential real estate,All items pertaining to the construction and sale of property,The building and sale of property to be used as living space
medtop:20000044,monument and heritage site,medtop:20000242,restoration,"Commemorations of historical people, events, or the areas containing them, in the form of structures such as sculptures, statues or buildings","Restoring historic or important properties or structures to a former better state by cleaning, repairing or rebuilding"
medtop:20000243,consumer goods,medtop:20000244,beverage,Items produced for and sold to individuals,"Liquid consumables, both alcoholic and non-alcoholic"
medtop:20000243,consumer goods,medtop:20000245,clothing,Items produced for and sold to individuals,The manufacturing and purchasing of apparel
medtop:20000243,consumer goods,medtop:20000248,grocery,Items produced for and sold to individuals,The selling of edible goods for human consumption to the end customers
medtop:20000243,consumer goods,medtop:20000249,luxury good,Items produced for and sold to individuals,"Non-essential high-end goods, such as leather bags, jewellery or supercars"
medtop:20000243,consumer goods,medtop:20000251,non-durable good,Items produced for and sold to individuals,Products meant to only be used for a short period of time
medtop:20000243,consumer goods,medtop:20000254,toy and game,Items produced for and sold to individuals,"Children's playthings or collectible items for adults, such as dolls, action figures and miniatures"
medtop:20000243,consumer goods,medtop:20000324,beverage and grocery,Items produced for and sold to individuals,The production and sale of foodstuffs
medtop:20000243,consumer goods,medtop:20000325,furnishings and furniture,Items produced for and sold to individuals,"Manufacture of furniture, wallpaper, paints and fabrics for interior decoration"
medtop:20000243,consumer goods,medtop:20000330,tobacco and nicotine,Items produced for and sold to individuals,"The sale and manufacturing of tobacco products for consumers, including cigarettes, e-cigarettes and vaping cartridges"
medtop:20000243,consumer goods,medtop:20001160,handicrafts,Items produced for and sold to individuals,The creators and sellers of crafts and the making and selling of the supplies used to make those crafts
medtop:20000243,consumer goods,medtop:20001168,pet product and service,Items produced for and sold to individuals,"Hygiene products, care and nutrition for pets"
medtop:20000243,consumer goods,medtop:20001258,consumer electronics,Items produced for and sold to individuals,"Electronic devices, such as computers, smart phones or televisions, designed and sold for personal use"
medtop:20000252,retail,medtop:20000246,department store,The selling of goods directly to consumers,"Store selling a variety of goods, such as clothing, housewares, jewellery and cosmetics"
medtop:20000252,retail,medtop:20000247,online shopping,The selling of goods directly to consumers,Buying and selling items through the internet
medtop:20000252,retail,medtop:20000250,mail order,The selling of goods directly to consumers,Items sold through and delivered by mail
medtop:20000252,retail,medtop:20000253,specialty store,The selling of goods directly to consumers,"Retail outlets that specialise in categories such as shoes, coats, power tools, etc"
medtop:20000252,retail,medtop:20001296,shopping mall,The selling of goods directly to consumers,A large building or series of connected buildings that contain a variety of retail stores and food vendors
medtop:20000252,retail,medtop:20001297,shopping district and high street,The selling of goods directly to consumers,Primary retail streets of towns or cities containing individual stores and restaurants
medtop:20001289,sales channel,medtop:20000252,retail,Indirect or direct ways of bringing products or services to market so that they can be purchased by consumers,The selling of goods directly to consumers
medtop:20001289,sales channel,medtop:20000255,wholesale,Indirect or direct ways of bringing products or services to market so that they can be purchased by consumers,The first link in the sales chain after production
medtop:20001289,sales channel,medtop:20000273,auction,Indirect or direct ways of bringing products or services to market so that they can be purchased by consumers,"Auction houses and all types of auctions, such as police auctions and silent auctions"
medtop:20000256,energy and resource,medtop:20000257,renewable energy,The use of natural resources to generate energy,Energy derived from sustainable sources
medtop:20000256,energy and resource,medtop:20000258,coal,The use of natural resources to generate energy,Production and mining of anthracite and bituminous products for use in power production
medtop:20000256,energy and resource,medtop:20000261,energy industry,The use of natural resources to generate energy,"The energy industry, not focused on any specific sector"
medtop:20000256,energy and resource,medtop:20000265,nuclear power,The use of natural resources to generate energy,Use of radioactive materials for power production
medtop:20000256,energy and resource,medtop:20000266,oil and gas - downstream activities,The use of natural resources to generate energy,"All matters concerning oil and gas, typically refining and distribution activities"
medtop:20000256,energy and resource,medtop:20000267,oil and gas - upstream activities,The use of natural resources to generate energy,"All matters concerning oil and gas, typically supply chain activities from the reservoir to the refinery gate"
medtop:20000256,energy and resource,medtop:20001207,biofuel,The use of natural resources to generate energy,"Fuel that is derived from biomass, such as ethanol"
medtop:20000256,energy and resource,medtop:20001243,oil and gas,The use of natural resources to generate energy,"The exploration, extraction, refining, transporting and marketing of petroleum products and natural gas"
medtop:20001243,oil and gas,medtop:20000259,diesel fuel,"The exploration, extraction, refining, transporting and marketing of petroleum products and natural gas","A distilled petroleum product heavier than gasoline used for trucks, marine engines, certain cars and in some forms for home heating"
medtop:20001243,oil and gas,medtop:20000262,kerosene/paraffin,"The exploration, extraction, refining, transporting and marketing of petroleum products and natural gas","A light petroleum distillate used for cooking fuel, aircraft jet engines, lamps, heating and cleaning"
medtop:20001243,oil and gas,medtop:20000263,natural gas,"The exploration, extraction, refining, transporting and marketing of petroleum products and natural gas","A natural resource, mainly methane in a flammable gaseous state extracted from the ground"
medtop:20001243,oil and gas,medtop:20000268,petrol,"The exploration, extraction, refining, transporting and marketing of petroleum products and natural gas","Distilled petroleum product used for automotive fuel, with or without additives"
medtop:20001244,utilities,medtop:20000260,electricity,"The providing of basic services to the public, such as supplying water, waste removal, heating and cooling",The power line distribution system and the sale of electrical power at wholesale and retail levels
medtop:20001244,utilities,medtop:20000269,waste management,"The providing of basic services to the public, such as supplying water, waste removal, heating and cooling","The collecting, disposing or recycling of household and business waste"
medtop:20001244,utilities,medtop:20000270,water supply,"The providing of basic services to the public, such as supplying water, waste removal, heating and cooling",The business of providing water for household and commercial use
medtop:20001244,utilities,medtop:20001291,heating and cooling,"The providing of basic services to the public, such as supplying water, waste removal, heating and cooling",The business of supplying heat or cooling to private residences and commercial buildings
medtop:20001370,financial service,medtop:20000272,accountancy and auditing,"Professional services involving the investment, lending or management of money and other assets",Companies that provide balance sheet preparation and budget reconciliation services and examine accuracy of financial statements
medtop:20001370,financial service,medtop:20000274,banking,"Professional services involving the investment, lending or management of money and other assets","Financial institutions and services for storing, transmitting, receiving and delivering money"
medtop:20001370,financial service,medtop:20000279,insurance,"Professional services involving the investment, lending or management of money and other assets",A risk-taking venture that allows individuals to pay small amounts periodically to guard financially against unexpected events
medtop:20001370,financial service,medtop:20000280,financial advisory service,"Professional services involving the investment, lending or management of money and other assets","Financial advisers, as opposed to stock dealers or consultants"
medtop:20001370,financial service,medtop:20000287,personal finance and investment,"Professional services involving the investment, lending or management of money and other assets",Investing an individual's savings in the hope of future gains
medtop:20001370,financial service,medtop:20000292,stock broking,"Professional services involving the investment, lending or management of money and other assets",The buying and selling of company shares on behalf of individuals or other entities
medtop:20001370,financial service,medtop:20000393,loans and lending,"Professional services involving the investment, lending or management of money and other assets",An agreement by an individual or institution to borrow money with an agreed interest rate and time for its return
medtop:20001370,financial service,medtop:20001162,asset management,"Professional services involving the investment, lending or management of money and other assets",Managing investments on behalf of others
medtop:20001371,business service,medtop:20000275,consultancy,"Services provided to business operations and for individuals, such as consulting, legal representation and job placement","Providers of expert knowledge in a wide range of fields usually on a temporary, contract basis"
medtop:20001371,business service,medtop:20000276,employment agency,"Services provided to business operations and for individuals, such as consulting, legal representation and job placement","A service helping people find jobs, and companies to find workers"
medtop:20001371,business service,medtop:20000281,janitorial service,"Services provided to business operations and for individuals, such as consulting, legal representation and job placement",Companies that provide cleaning and similar services for homes and businesses.
medtop:20001371,business service,medtop:20000282,legal service,"Services provided to business operations and for individuals, such as consulting, legal representation and job placement","Lawyers, notaries and others who help companies and individuals deal with state, federal and local laws"
medtop:20001371,business service,medtop:20000288,personal service,"Services provided to business operations and for individuals, such as consulting, legal representation and job placement",Consumer service that is intangible e.g. beauty care such as hairdressing
medtop:20001371,business service,medtop:20000290,rental service,"Services provided to business operations and for individuals, such as consulting, legal representation and job placement","Companies that provide items on a short-term rental basis, including motor vehicles, clothing, tools, heavy equipment and other supplies"
medtop:20001371,business service,medtop:20000291,shipping and postal service,"Services provided to business operations and for individuals, such as consulting, legal representation and job placement","Organisations that prepare and transport packages and documents for individuals or companies by any means, including postal services"
medtop:20001371,business service,medtop:20000293,wedding service,"Services provided to business operations and for individuals, such as consulting, legal representation and job placement",Services and products related to the wedding industry
medtop:20001371,business service,medtop:20001136,trade show or expo,"Services provided to business operations and for individuals, such as consulting, legal representation and job placement",Market place to display and trade goods or services
medtop:20001371,business service,medtop:20001164,payment service,"Services provided to business operations and for individuals, such as consulting, legal representation and job placement","Services for executing payments including cash, cheque, credit card, debit card, direct debit, electronic funds transfer, internet banking, electronic and mobile payment."
medtop:20000271,financial and business service,medtop:20000277,funeral parlour and crematorium,"Services that transmit, safeguard, keep track of money or provide backup to commercial enterprises",Companies that provide services for disposal of the dead
medtop:20000271,financial and business service,medtop:20000285,personal finance,"Services that transmit, safeguard, keep track of money or provide backup to commercial enterprises",An individual's income and expenses
medtop:20000271,financial and business service,medtop:20000286,personal income,"Services that transmit, safeguard, keep track of money or provide backup to commercial enterprises",Money that a person earns and is his/hers to keep or spend
medtop:20000271,financial and business service,medtop:20000289,printing service,"Services that transmit, safeguard, keep track of money or provide backup to commercial enterprises","The production of printed matter such as flyers, ads, signs, etc."
medtop:20000294,manufacturing and engineering,medtop:20000295,aerospace,"Manufacturers of electrical, electronic and mechanical equipment but does not cover civil engineering.",Companies that assemble or manufacture components for airplanes and space ships.
medtop:20000294,manufacturing and engineering,medtop:20000296,automotive,"Manufacturers of electrical, electronic and mechanical equipment but does not cover civil engineering.",Companies that manufacture automotive components and assemble automobiles
medtop:20000294,manufacturing and engineering,medtop:20000297,defence equipment,"Manufacturers of electrical, electronic and mechanical equipment but does not cover civil engineering.","Manufacturers of guns, tanks, ships or other equipment for military and non-military protection services"
medtop:20000294,manufacturing and engineering,medtop:20000298,electrical appliance,"Manufacturers of electrical, electronic and mechanical equipment but does not cover civil engineering.",Makers of large and small electrical goods for use in homes or business
medtop:20000294,manufacturing and engineering,medtop:20000299,heavy engineering,"Manufacturers of electrical, electronic and mechanical equipment but does not cover civil engineering.","Manufacturers of engineering equipment, such as cranes and bulldozers, for use in major construction projects"
medtop:20000294,manufacturing and engineering,medtop:20000300,industrial component,"Manufacturers of electrical, electronic and mechanical equipment but does not cover civil engineering.","Manufacturers of mechanical, electrical, electronic items needed in the manufacture of other items"
medtop:20000294,manufacturing and engineering,medtop:20000301,instrument engineering,"Manufacturers of electrical, electronic and mechanical equipment but does not cover civil engineering.","Manufacturers of instruments for calibration, measurement of things like speed, pressure, distance"
medtop:20000294,manufacturing and engineering,medtop:20000302,machine manufacturing,"Manufacturers of electrical, electronic and mechanical equipment but does not cover civil engineering.","Manufacturers of turbines, engines, fans, pumps, motors and other components for powered equipment"
medtop:20000294,manufacturing and engineering,medtop:20000303,shipbuilding,"Manufacturers of electrical, electronic and mechanical equipment but does not cover civil engineering.",Manufacturers of ships and submersibles and suppliers for the maintenance and repair of these vessels
medtop:20000294,manufacturing and engineering,medtop:20001165,capital goods,"Manufacturers of electrical, electronic and mechanical equipment but does not cover civil engineering.",Durable goods used in the production of other goods or services.
medtop:20000294,manufacturing and engineering,medtop:20001166,railway manufacturing,"Manufacturers of electrical, electronic and mechanical equipment but does not cover civil engineering.",Manufactures of rolling stock and suppliers for the maintenance and repair of railroads
medtop:20000304,media and entertainment industry,medtop:20000305,advertising,"The various means of disseminating news, information and entertainment to the public",Methods of promoting goods and services to consumers
medtop:20000304,media and entertainment industry,medtop:20000306,books and publishing,"The various means of disseminating news, information and entertainment to the public","The business of producing and selling books, including e-books and audiobooks"
medtop:20000304,media and entertainment industry,medtop:20000307,film industry,"The various means of disseminating news, information and entertainment to the public","The business of making, selling and distributing films"
medtop:20000304,media and entertainment industry,medtop:20000308,music industry,"The various means of disseminating news, information and entertainment to the public","Recording, production and marketing of music"
medtop:20000304,media and entertainment industry,medtop:20000309,news agency,"The various means of disseminating news, information and entertainment to the public","Commercial agencies for production and distribution of newsworthy events through print, broadcast, video or electronic media"
medtop:20000304,media and entertainment industry,medtop:20000310,newspaper and magazine,"The various means of disseminating news, information and entertainment to the public",The business of producing bound and unbound printed paper products for periodic distribution of news items
medtop:20000304,media and entertainment industry,medtop:20000311,online media industry,"The various means of disseminating news, information and entertainment to the public",The business of distributing news and information through computer networks for public consumption
medtop:20000304,media and entertainment industry,medtop:20000312,public relations,"The various means of disseminating news, information and entertainment to the public",The business of managing and disseminating information from an individual or an organization to the public in order to influence their perception
medtop:20000304,media and entertainment industry,medtop:20000313,radio industry,"The various means of disseminating news, information and entertainment to the public",Companies and organisations involved in the broadcast of radio stations and their content to the public
medtop:20000304,media and entertainment industry,medtop:20000314,satellite and cable service,"The various means of disseminating news, information and entertainment to the public","The business of transmitting news, entertainment and information via satellite or cable television services"
medtop:20000304,media and entertainment industry,medtop:20000315,television industry,"The various means of disseminating news, information and entertainment to the public",The production and broadcasting of television content
medtop:20000304,media and entertainment industry,medtop:20001293,streaming service,"The various means of disseminating news, information and entertainment to the public","Providers of entertainment (music, movies, series, etc.) that deliver the content via an internet connection to the subscriber's computer, TV or mobile device"
medtop:20000304,media and entertainment industry,medtop:20001369,podcast,"The various means of disseminating news, information and entertainment to the public","Podcast networks and the people who create and distribute audio content, typically in a series format, to audiences"
medtop:20000304,media and entertainment industry,medtop:20001372,news industry,"The various means of disseminating news, information and entertainment to the public","The production and distribution of content about newsworthy events through print, broadcast, video or electronic media"
medtop:20000316,metal and mineral mining and refining,medtop:20000318,precious material,"The extractive businesses that remove raw materials, including coal, gold iron and copper, from the earth by drilling and pumping, quarrying or mining","The mining, refining and sale of materials such as gold, silver, precious metals, diamonds and rare earths"
medtop:20000316,metal and mineral mining and refining,medtop:20000319,iron and steel,"The extractive businesses that remove raw materials, including coal, gold iron and copper, from the earth by drilling and pumping, quarrying or mining","Mining, refining and sales of iron-based metals"
medtop:20000316,metal and mineral mining and refining,medtop:20000320,mining,"The extractive businesses that remove raw materials, including coal, gold iron and copper, from the earth by drilling and pumping, quarrying or mining","The industry of digging for metals, minerals, raw materials, such as coal, or precious gems, such as diamonds"
medtop:20000316,metal and mineral mining and refining,medtop:20000321,non-ferrous metal,"The extractive businesses that remove raw materials, including coal, gold iron and copper, from the earth by drilling and pumping, quarrying or mining","Mining, refining and sales of copper, zinc, aluminium, and other metals not based on iron"
medtop:20000322,process industry,medtop:20000323,distiller and brewer,The business of turning raw materials into useable products,Manufacture of alcoholic beverages
medtop:20000322,process industry,medtop:20000326,paper and packaging product,The business of turning raw materials into useable products,"Production of paper material for writing, wrapping, printing, or packaging"
medtop:20000322,process industry,medtop:20000327,rubber product,The business of turning raw materials into useable products,"Production of rubber-based materials for gloves, protective coatings, hoses and the like"
medtop:20000322,process industry,medtop:20000328,soft drinks,The business of turning raw materials into useable products,Production of non-alcoholic drinks
medtop:20000322,process industry,medtop:20000329,textile and clothing,The business of turning raw materials into useable products,"Production of fabrics for furnishings and fixtures, and for clothing of various types"
medtop:20000322,process industry,medtop:20001169,e-cigarette,The business of turning raw materials into useable products,An electronic cigarette is a battery-operated device with an atomizer and a cartridge containing either a nicotine or a non-nicotine liquid solution.
medtop:20000331,tourism and leisure industry,medtop:20000332,casinos and gambling,Commercial organisations and operations dealing with travel and the pursuit of recreational activities,Organisations providing outlets for betting money on games of chance or animal races
medtop:20000331,tourism and leisure industry,medtop:20000333,hotel and accommodation,Commercial organisations and operations dealing with travel and the pursuit of recreational activities,The business of providing lodging to travellers
medtop:20000331,tourism and leisure industry,medtop:20000334,recreational and sporting goods,Commercial organisations and operations dealing with travel and the pursuit of recreational activities,Manufacture of goods for leisure activities
medtop:20000331,tourism and leisure industry,medtop:20000335,restaurant and catering,Commercial organisations and operations dealing with travel and the pursuit of recreational activities,The business of providing prepared food for customers
medtop:20000331,tourism and leisure industry,medtop:20000336,tour operator,Commercial organisations and operations dealing with travel and the pursuit of recreational activities,Operators of trips either locally or internationally
medtop:20000337,transport,medtop:20000338,air transport,The means of getting people or goods from one place to another,The movement of passengers and freight by air
medtop:20000337,transport,medtop:20000340,railway transport,The means of getting people or goods from one place to another,The movement of passengers and freight by rail
medtop:20000337,transport,medtop:20000341,road transport,The means of getting people or goods from one place to another,The movement of passengers and freight by road
medtop:20000337,transport,medtop:20000342,traffic,The means of getting people or goods from one place to another,Traffic reports and/or warnings
medtop:20000337,transport,medtop:20000343,waterway and maritime transport,The means of getting people or goods from one place to another,"Commercial movement of people or goods via boats, ships and water"
medtop:20000337,transport,medtop:20001170,logistics,The means of getting people or goods from one place to another,"Supply chain, inventory management and transportation of products."
medtop:20000337,transport,medtop:20001362,public transport,The means of getting people or goods from one place to another,"Forms of transportation, such as buses and trains, that charge set fares, run on fixed routes and are available to the general public"
medtop:20000337,transport,medtop:20001363,taxi and ride-hailing,The means of getting people or goods from one place to another,"On-demand ride service, provided by taxi companies or tech companies such as Uber and Lyft, the drivers who transport passengers and the rules and regulations imposed upon these companies within a region"
medtop:20000337,transport,medtop:20001364,shared transport,The means of getting people or goods from one place to another,"A network of vehicles, such as cars, bikes and scooters, that can be rented by travellers on an as-needed basis for short-term use"
medtop:20000509,employment,medtop:20000339,commuting,"The state of having work, usually paid, for a company, organisation, or individual","The process of getting to and from work, including transport options, travel networks, car pooling."
medtop:20000509,employment,medtop:20000510,apprenticeship,"The state of having work, usually paid, for a company, organisation, or individual",A period of work used to learn a skill or trade
medtop:20000509,employment,medtop:20000511,child labour,"The state of having work, usually paid, for a company, organisation, or individual",The employment of children
medtop:20000509,employment,medtop:20000512,employee,"The state of having work, usually paid, for a company, organisation, or individual",Those who are paid or otherwise compensated for providing services to employers
medtop:20000509,employment,medtop:20000513,employer,"The state of having work, usually paid, for a company, organisation, or individual",People and organisations that pay employees to provide services
medtop:20000509,employment,medtop:20000514,employment training,"The state of having work, usually paid, for a company, organisation, or individual","Learning new skills as part of an existing job, such as developing specialisations, learning new techniques or retraining when an employee's skills are no longer relevant"
medtop:20000509,employment,medtop:20000517,occupations,"The state of having work, usually paid, for a company, organisation, or individual","Generally one's trade, profession or business although professions are usually such things as lawyers and doctors, and occupations are such as clerks or truckers"
medtop:20000509,employment,medtop:20000518,wages and benefits,"The state of having work, usually paid, for a company, organisation, or individual","Money, or other items of value such as pension contributions and health insurance, paid to employees as compensation for their work"
medtop:20000509,employment,medtop:20001206,self-employment,"The state of having work, usually paid, for a company, organisation, or individual",A situation in which an individual works for themselves as a freelancer or business owner instead of working for an employer that pays a salary or a wage
medtop:20000509,employment,medtop:20001276,parental leave,"The state of having work, usually paid, for a company, organisation, or individual",Time off work to give birth or care for a child
medtop:20000509,employment,medtop:20001277,volunteering,"The state of having work, usually paid, for a company, organisation, or individual",Unpaid work undertaken freely by individuals as a service to others
medtop:20000621,government policy,medtop:20000345,economic policy,An overall plan or course of action set out by a government intended to influence and guide decisions,"Government-directed policy on the economy including, production, taxes and tariffs"
medtop:20000621,government policy,medtop:20000423,environmental policy,An overall plan or course of action set out by a government intended to influence and guide decisions,"Government programs and policies related to environmental issues, such as pollution, renewable energy and conservation"
medtop:20000621,government policy,medtop:20000479,healthcare policy,An overall plan or course of action set out by a government intended to influence and guide decisions,"Government programs and policies related to healthcare such as drug policies, psychiatric care, health care funding and pandemic response"
medtop:20000621,government policy,medtop:20000619,safety of citizens,An overall plan or course of action set out by a government intended to influence and guide decisions,Government policies to protect the well-being of its citizens
medtop:20000621,government policy,medtop:20000620,taxation policy,An overall plan or course of action set out by a government intended to influence and guide decisions,Government programmes and policies around the taxation of citizens and entities
medtop:20000621,government policy,medtop:20000626,interior policy,An overall plan or course of action set out by a government intended to influence and guide decisions,Government policies affecting internal affairs
medtop:20000621,government policy,medtop:20000627,data protection policy,An overall plan or course of action set out by a government intended to influence and guide decisions,"Efforts to protect personal information in written, oral or electronic form and regulations around what personal information can be collected by the government or other entities"
medtop:20000621,government policy,medtop:20000628,housing and urban planning policy,An overall plan or course of action set out by a government intended to influence and guide decisions,Systematic planning of urban and suburban areas and the housing within those areas
medtop:20000621,government policy,medtop:20000629,policy towards indigenous people,An overall plan or course of action set out by a government intended to influence and guide decisions,"Government progams and policies toward indigenous peoples, such as land allocation, rights protection and financial support"
medtop:20000621,government policy,medtop:20000630,pension and welfare policy,An overall plan or course of action set out by a government intended to influence and guide decisions,"Government policies supporting citizens financially through programs such as unemployment payments, pensions and financial support for the poor"
medtop:20000621,government policy,medtop:20000631,personal data collection policy,An overall plan or course of action set out by a government intended to influence and guide decisions,"The collection, by government or other entities of information on individuals"
medtop:20000621,government policy,medtop:20000632,personal weapon control policy,An overall plan or course of action set out by a government intended to influence and guide decisions,Government policies and regulations around the personal ownership of firearms and other weapons
medtop:20000621,government policy,medtop:20000633,planning inquiries,An overall plan or course of action set out by a government intended to influence and guide decisions,"Public hearings or planning inquiries on proposed constructions, e.g. Construction of water driven power station in a National Park."
medtop:20000621,government policy,medtop:20000634,immigration policy,An overall plan or course of action set out by a government intended to influence and guide decisions,"Policies around immigration into a country such as who may immigrate to a country, how many people are allowed in each year, deportation of illegal immigrants and integration programmes that help new immigrants assimilate to a country's culture"
medtop:20000621,government policy,medtop:20000635,nuclear policy,An overall plan or course of action set out by a government intended to influence and guide decisions,Government policies around the production of use of nuclear power and weapons
medtop:20000621,government policy,medtop:20000636,regulation of industry,An overall plan or course of action set out by a government intended to influence and guide decisions,Government regulation dictating how companies operate
medtop:20000621,government policy,medtop:20001132,cultural policy,An overall plan or course of action set out by a government intended to influence and guide decisions,Government policies related to the promotion and support of the arts
medtop:20000621,government policy,medtop:20001146,integration policy,An overall plan or course of action set out by a government intended to influence and guide decisions,Improving the co-existence of groups of the society
medtop:20000621,government policy,medtop:20001147,sports policies,An overall plan or course of action set out by a government intended to influence and guide decisions,"Government policies regulating sports, including sports betting, performance enhancing drug laws and the promition of sports to children for health purposes"
medtop:20000621,government policy,medtop:20001174,regional development policy,An overall plan or course of action set out by a government intended to influence and guide decisions,"Government or private policies, such as business incentives, aimed at the development of a region"
medtop:20000621,government policy,medtop:20001264,infrastructure policy,An overall plan or course of action set out by a government intended to influence and guide decisions,"Policies regarding the development and maintenance of the fundamental facilities of a country, city or other area, such as communication, transportation and distribution networks"
medtop:20000621,government policy,medtop:20001265,local government policy,An overall plan or course of action set out by a government intended to influence and guide decisions,Policies for the development and maintenance of a local government area
medtop:20000621,government policy,medtop:20001338,education policy,An overall plan or course of action set out by a government intended to influence and guide decisions,"Government programmes and policies related to education, such as the funding of schools and standardised testing"
medtop:20000621,government policy,medtop:20001383,zoning policy,An overall plan or course of action set out by a government intended to influence and guide decisions,"Polices around the division of land into zones, each of which has a set of regulations for new development"
medtop:20000344,economy,medtop:20000346,economic trends and indicators,"Production, consumption, distribution and trade activities affecting regions or countries as a whole",The behaviour and performance of the economy as a whole
medtop:20000344,economy,medtop:20000350,central bank,"Production, consumption, distribution and trade activities affecting regions or countries as a whole",A country's major bank that sets interest rates and provides transfer of funds between commercial banks
medtop:20000344,economy,medtop:20000355,currency,"Production, consumption, distribution and trade activities affecting regions or countries as a whole","The system of money used by a country, including the value of one currency as measured against another"
medtop:20000344,economy,medtop:20000363,economic organisation,"Production, consumption, distribution and trade activities affecting regions or countries as a whole","Business, industrial and trade associations, societies and other private-sector groups"
medtop:20000344,economy,medtop:20000364,emerging market,"Production, consumption, distribution and trade activities affecting regions or countries as a whole",Economies of developing nations that are growing and becoming more engaged with global markets
medtop:20000344,economy,medtop:20000372,international economic institution,"Production, consumption, distribution and trade activities affecting regions or countries as a whole","Global institutions working in the domain of international economic cooperation and stability, such as the International Monetary Fund, UNIDO, World Bank and World Trade Organization"
medtop:20000344,economy,medtop:20000373,international trade,"Production, consumption, distribution and trade activities affecting regions or countries as a whole",Trade of goods and services between nations
medtop:20000344,economy,medtop:20000379,monetary policy,"Production, consumption, distribution and trade activities affecting regions or countries as a whole",Government bank directed policy on the amount of money in circulation and the rate at which it can be loaned
